HIP,VMAG,RA_DEG,DEC_DEG
 45526, 5.49,139.17240336,-8.74475953
  4257, 6.15,13.573262,-8.74054656
 66803, 5.03,205.40346122,-8.70308218
 23916, 5.80,77.08411634,-8.66527389
 46390, 1.99,141.8968826,-8.65868335
 81499, 6.44,249.69885606,-8.61858536
 44883, 5.60,137.1758002,-8.58951324
 30028, 6.22,94.78309489,-8.58601705
 97928, 5.76,298.53446904,-8.57416489
 79387, 5.43,243.03037216,-8.54757943
  9372, 5.43,30.11154942,-8.52382616
 73473, 4.91,225.24328191,-8.51893488
 46869, 6.12,143.25832855,-8.5052899
 22024, 5.78,71.02215847,-8.50357425
 49865, 5.64,152.73275535,-8.41835129
 25187, 5.99,80.82713053,-8.41558811
 78436, 5.53,240.19850629,-8.41132413
 49812, 5.91,152.53149046,-8.40816325
 33729, 5.95,105.09900277,-8.40682482
 80628, 4.62,246.95094563,-8.37170055
 79672, 5.49,243.90472242,-8.36823651
 88670, 5.84,271.53083743,-8.32391503
112168, 6.45,340.76418447,-8.31143105
 37000, 6.27,114.06945503,-8.31131007
 81663, 6.47,250.23506622,-8.30962635
 91845, 4.88,280.88016751,-8.27524299
 14355, 6.30,46.29691909,-8.27430166
 91117, 3.85,278.80182442,-8.24330819
 97967, 6.49,298.65858512,-8.2369743
 21296, 5.20,68.54850732,-8.23135939
 97966, 5.70,298.65686507,-8.22722614
 85474, 6.37,262.00994813,-8.2080587
 24436, 0.18,78.63446353,-8.20163919
 37394, 6.01,115.14796501,-8.18535824
  6537, 3.60,21.00604671,-8.18275372
 88404, 4.77,270.77046145,-8.18025785
 33420, 6.31,104.25040195,-8.17926621
 31121, 5.43,97.95861449,-8.15818115
 80719, 6.49,247.20411533,-8.12867261
 86284, 4.58,264.46133236,-8.11872126
 48437, 5.07,148.12696211,-8.10491559
 50414, 5.25,154.40790248,-8.0689212
 67953, 6.19,208.74293617,-8.05876407
  1499, 6.47,4.67342336,-8.05265094
 32838, 6.31,102.67628645,-8.04100355
  6539, 6.21,21.01013866,-8.00725234
 61740, 4.66,189.81171855,-7.99550439
 42146, 5.72,128.86754708,-7.98233083
 43822, 6.07,133.87335197,-7.97108917
 94385, 5.35,288.16959861,-7.93950077
  5799, 5.14,18.59986241,-7.9235004
111761, 6.23,339.59208979,-7.89755654
 30608, 6.40,96.4951186,-7.89497456
 12002, 5.74,38.67745683,-7.8592885
106786, 4.68,324.43767522,-7.85414212
 12107, 5.53,39.00028366,-7.83145306
 56318, 5.94,173.19808805,-7.8275244
 30073, 5.27,94.92833719,-7.82291023
110273, 5.35,335.04961499,-7.82110592
 25247, 4.13,80.98681839,-7.80795569
 15776, 6.20,50.8237481,-7.79356443
 91532, 5.82,280.00166783,-7.79070788
110003, 4.17,334.20819329,-7.78323706
  1158, 5.13,3.61496786,-7.78053784
 40107, 5.36,122.88762397,-7.77247623
114939, 4.93,349.21229368,-7.72646619
113996, 5.44,346.29047874,-7.69381853
 14168, 5.32,45.6760804,-7.68546315
 58741, 6.24,180.7153362,-7.68366221
 14060, 5.75,45.29152748,-7.66283629
 19849, 4.43,63.8234923,-7.64455846
 51490, 6.20,157.74493577,-7.63754495
 14293, 5.26,46.06865515,-7.60089934
 80620, 5.24,246.93107061,-7.59755617
 20271, 5.85,65.17846608,-7.59249081
112961, 3.73,343.15360192,-7.57967878
 73571, 6.38,225.53577825,-7.57529216
 36399, 5.86,112.35670842,-7.55147431
 41080, 5.92,125.72542177,-7.54313579
 69881, 6.47,214.50237262,-7.54181672
 27658, 5.36,87.84159736,-7.51800251
 80840, 6.46,247.62506733,-7.51445768
 30675, 6.35,96.6868717,-7.51190723
116428, 6.40,353.88363333,-7.46447114
 96356, 6.32,293.87413266,-7.46018539
 25786, 6.33,82.5864708,-7.43481174
 95281, 6.31,290.76850134,-7.40056318
 16989, 5.86,54.62189268,-7.39170945
  4346, 5.88,13.92668443,-7.34703997
 49900, 6.23,152.82398897,-7.31659367
 25923, 4.62,82.98275119,-7.30152625
 42835, 4.63,130.91825129,-7.23372781
 26563, 4.77,84.72121589,-7.21270844
113127, 6.20,343.64221027,-7.20454057
110532, 5.92,335.88397901,-7.19444293
 43496, 5.55,132.89349889,-7.17721266
 23364, 4.80,75.35977051,-7.17397802
 55106, 6.11,169.24242347,-7.13470764
 45184, 6.10,138.10856189,-7.10987965
 86768, 6.30,265.94593637,-7.07958249
 90238, 6.28,276.17520437,-7.07587257
 91751, 6.13,280.65050619,-7.07363239
113674, 6.23,345.34854619,-7.06113357
 51046, 5.60,156.43479445,-7.06014256
 95820, 6.37,292.3390041,-7.04406367
 30867, 3.76,97.20447548,-7.03305042
 96483, 4.93,294.2227024,-7.02747069
  7276, 5.75,23.42805448,-7.02514279
 26104, 6.45,83.51033175,-7.02365188
112179, 6.40,340.80936458,-6.96291246
 19483, 5.44,62.59383269,-6.92382327
  6564, 5.92,21.08535375,-6.91466853
 70794, 5.42,217.1738779,-6.90041401
103154, 6.44,313.49321699,-6.88940714
  8664, 6.42,27.90749014,-6.87411986
 24674, 3.59,79.40166225,-6.84438616
 19587, 4.04,62.96638834,-6.8377787
 21298, 6.09,68.55919586,-6.83771702
 29140, 6.46,92.19883451,-6.82139251
 91880, 6.30,280.96340419,-6.81801161
 16266, 6.01,52.41328224,-6.80423924
 26926, 5.97,85.72461574,-6.79631491
 37901, 5.49,116.50900614,-6.77228458
  8143, 6.45,26.18195961,-6.76617551
 29323, 6.15,92.75506934,-6.75419311
 70038, 6.42,214.971891,-6.74610982
 21278, 5.71,68.47804057,-6.73889608
 98038, 6.49,298.83121009,-6.73463769
 28744, 5.19,91.05626466,-6.7089502
 25869, 6.23,82.83705135,-6.70838162
 35301, 6.29,109.38198949,-6.6800262
 57214, 6.05,175.97953127,-6.67706055
 69727, 6.44,214.08919485,-6.62151816
 26535, 5.96,84.65821979,-6.57395768
113781, 6.18,345.63567045,-6.57392844
 43204, 6.09,132.02028845,-6.55876125
111170, 6.15,337.82590786,-6.55488734
 29417, 5.06,92.96590078,-6.55028276
 81440, 6.05,249.50649344,-6.53799188
108868, 5.55,330.81846358,-6.52242698
 14124, 6.20,45.53845132,-6.49419402
 19996, 5.95,64.33012941,-6.47215975
 65892, 6.10,202.60707597,-6.47029456
 10642, 5.51,34.24578955,-6.4218563
 39198, 6.45,120.26436586,-6.41908231
117420, 6.09,357.13533084,-6.38037699
 45527, 5.24,139.17384091,-6.35315487
 39326, 6.34,120.60819024,-6.33710792
 62421, 6.27,191.88925076,-6.30164895
 78849, 6.35,241.43552422,-6.2911431
116060, 6.39,352.75478141,-6.28800944
 20360, 6.45,65.40629627,-6.28413788
 29651, 3.99,93.71390194,-6.27472737
 66006, 4.68,202.99144179,-6.25571065
 20263, 6.15,65.16078257,-6.24585928
 84524, 6.08,259.17813721,-6.2449569
 48351, 6.42,147.84037715,-6.18205868
 41036, 6.14,125.62582952,-6.17915957
 82730, 5.23,253.6487981,-6.15392897
 87495, 6.18,268.16126597,-6.14356506
 78870, 6.39,241.49930167,-6.13974091
 77287, 6.24,236.68929693,-6.1203582
 70680, 6.18,216.85176863,-6.1201914
 14456, 5.23,46.63953388,-6.08854227
 46404, 5.38,141.9454878,-6.07102871
 26345, 5.71,84.14872314,-6.06475248
 24294, 5.90,78.20048421,-6.05711381
114724, 4.22,348.58055219,-6.0485268
   154, 4.37,0.48996506,-6.01397169
 26197, 5.67,83.75419279,-6.00926927
 92296, 6.49,282.16453153,-6.00438915
 26199, 4.78,83.76117163,-6.00202867
 69701, 4.07,214.00368717,-5.99952622
 35749, 5.83,110.60582057,-5.98280807
 69564, 6.36,213.58953291,-5.94792042
 26427, 6.03,84.36398372,-5.93838575
 85622, 6.36,262.44736311,-5.91932263
 15203, 6.17,49.00353799,-5.91869682
 84801, 6.31,259.99803077,-5.91703822
107596, 6.17,326.90916827,-5.91684
 46982, 5.56,143.63600852,-5.91480636
 92391, 5.99,282.42064627,-5.91283415
 90967, 6.36,278.34464313,-5.91164933
 26241, 2.75,83.85825475,-5.90989984
115257, 6.17,350.17061468,-5.90782893
 31167, 5.60,98.0963736,-5.86871833
 33154, 6.39,103.53582454,-5.85220154
 93026, 4.83,284.26514217,-5.84621426
 61558, 5.88,189.19737813,-5.8318511
 75127, 5.54,230.28183604,-5.82482695
103981, 5.53,316.01963509,-5.82304908
 36055, 5.98,111.46334907,-5.77495377
 23311, 6.22,75.20282168,-5.75097923
 85922, 5.61,263.37445668,-5.74457168
 93429, 4.02,285.42017236,-5.73901832
  8230, 5.37,26.49694074,-5.73322696
 15230, 6.30,49.09046225,-5.73041469
 90692, 6.27,277.55957304,-5.7241282
 33878, 5.22,105.48497076,-5.72208135
 29210, 6.16,92.40089482,-5.71143334
   443, 4.61,1.33394073,-5.70783255
 92202, 5.38,281.87073367,-5.70507074
 93666, 6.48,286.10063233,-5.68484308
 22336, 5.77,72.1508432,-5.67343877
 71957, 3.87,220.76484284,-5.6574291
102945, 5.99,312.85705076,-5.6266358
 17027, 5.97,54.75469049,-5.62570656
106278, 2.90,322.88966951,-5.57115593
 64238, 4.38,197.48755015,-5.53892987
 25401, 6.24,81.50983378,-5.51850419
103005, 5.55,313.03622144,-5.50704421
 74623, 6.28,228.71088802,-5.50257175
 18606, 5.85,59.71842188,-5.46952376
 22701, 4.36,73.2236682,-5.45275591
 43726, 6.01,133.5757901,-5.43453346
 38474, 5.76,118.19946278,-5.42818693
108453, 6.33,329.55534953,-5.42466689
 26235, 4.98,83.84541591,-5.41606331
 95066, 4.98,290.13682588,-5.41587489
 66320, 5.70,203.88036281,-5.39639184
 26221, 5.13,83.81860863,-5.38969624
 26220, 4.98,83.81592896,-5.38731536
110023, 5.75,334.27709235,-5.38721152
 68739, 6.39,211.06070549,-5.38138548
 24925, 6.40,80.11003844,-5.36751687
 33719, 6.29,105.07543371,-5.3673572
 18141, 5.48,58.17355849,-5.36124167
 57791, 5.62,177.75929508,-5.333334
 40859, 6.12,125.07088469,-5.32982448
 34086, 5.63,106.02187558,-5.323971
 32990, 6.30,103.09530858,-5.31624393
   840, 5.84,2.57853868,-5.24851713
 36526, 6.24,112.71307331,-5.22648597
 31583, 5.52,99.14720939,-5.21110831
 17167, 5.53,55.15972132,-5.21069726
 22958, 5.50,74.10078852,-5.17135066
 65420, 5.76,201.13806845,-5.16392212
 16779, 6.49,53.9885409,-5.12494411
115142, 5.56,349.84941462,-5.12430243
 46221, 5.60,141.35017628,-5.1173788
 50552, 6.38,154.88486981,-5.10597604
112078, 6.28,340.52494082,-5.10183894
 85365, 4.53,261.65806271,-5.08649188
 23875, 2.78,76.96264146,-5.08626282
 16341, 4.74,52.65437447,-5.07516332
 61134, 6.19,187.91142055,-5.05266679
102624, 4.43,311.93432462,-5.02760303
 73309, 6.08,224.72080247,-4.98899499
113184, 5.72,343.79560112,-4.98787812
 60418, 6.47,185.81394956,-4.97443301
 42299, 6.18,129.36322721,-4.93401252
101911, 6.46,309.77443055,-4.92950491
 65323, 5.88,200.82877172,-4.92438824
 29711, 5.99,93.8735826,-4.91463574
 93805, 3.43,286.56229139,-4.88233456
 26268, 5.24,83.91452109,-4.8560862
 26237, 4.58,83.84650694,-4.83834045
110578, 5.79,336.02861939,-4.83700102
  4914, 5.40,15.76085267,-4.83635047
 88101, 5.86,269.90318648,-4.82091169
 26477, 6.16,84.47244552,-4.81403616
113345, 6.31,344.32169131,-4.81009168
 28019, 6.28,88.89740347,-4.78851544
  8094, 6.20,25.97837552,-4.76543961
 30772, 5.06,96.98988336,-4.76214677
 88684, 5.74,271.56297335,-4.75117796
 92175, 4.22,281.79365558,-4.74782871
103682, 6.21,315.1408842,-4.72992404
109647, 6.39,333.18289491,-4.72059382
 41214, 6.03,126.15175238,-4.71686289
113686, 5.94,345.38209154,-4.71147966
 79882, 3.23,244.58016994,-4.69260809
 29401, 6.18,92.93216682,-4.66543156
 23794, 5.12,76.69019503,-4.65516319
 96556, 5.45,294.44690167,-4.64750966
  3552, 6.15,11.35043331,-4.6292514
 28011, 5.87,88.87564797,-4.61649597
 60813, 6.23,186.96499562,-4.6152824
 30660, 6.16,96.64352725,-4.59739332
 29629, 5.83,93.65294439,-4.56846315
105412, 5.87,320.26802428,-4.56015214
115953, 6.26,352.38323384,-4.53218332
105164, 5.83,319.54610828,-4.51951158
 23941, 5.11,77.18194475,-4.45624625
 26234, 6.24,83.84298392,-4.42432372
108506, 6.24,329.72910838,-4.37249443
 56500, 6.43,173.74554486,-4.36118013
  3193, 5.90,10.17658814,-4.35180551
 73165, 4.47,224.29606996,-4.34608634
108102, 5.71,328.54309196,-4.27595735
 27212, 6.24,86.51192813,-4.26831821
109466, 5.98,332.64043335,-4.26686395
 46543, 6.25,142.38514104,-4.24650832
 48341, 6.01,147.80843348,-4.24328092
 33971, 4.99,105.72824798,-4.23923814
 34622, 4.91,107.55700787,-4.23763568
111710, 5.04,339.43925419,-4.22776291
 62915, 6.45,193.40883586,-4.22450913
 83262, 4.82,255.26510631,-4.22245426
 79463, 6.26,243.2358369,-4.22076069
 23475, 5.86,75.68904194,-4.2101255
 28949, 5.37,91.66141788,-4.1938248
 37088, 5.14,114.31971063,-4.1110225
  9622, 5.61,30.91868509,-4.10336397
 27435, 5.97,87.14543446,-4.09408727
 87847, 5.44,269.19895085,-4.08180189
 99024, 6.47,301.55080882,-4.07812491
 50885, 5.93,155.86045025,-4.07404512
 93717, 5.40,286.24024804,-4.03135505
 41375, 5.60,126.61345247,-3.98729976
106592, 5.79,323.82344304,-3.98329291
  2353, 5.72,7.50980355,-3.95729662
 79781, 6.18,244.23032857,-3.95336481
 41307, 3.91,126.41529546,-3.90636482
 34975, 5.80,108.54529505,-3.90175914
109442, 6.28,332.58791064,-3.89397811
 30595, 6.33,96.44641262,-3.88902523
 83906, 6.35,257.22729747,-3.8826068
 77464, 5.53,237.23672761,-3.81852811
 63414, 5.79,194.91477267,-3.81194179
 14819, 6.08,47.82824506,-3.81155504
 41211, 5.61,126.14640836,-3.75117744
 20507, 5.17,65.92033483,-3.74533244
 51302, 6.05,157.18316638,-3.74231608
 29575, 5.83,93.47601857,-3.74142288
 13717, 5.16,44.15602146,-3.71221461
 93526, 5.40,285.7270496,-3.69900363
 79593, 2.73,243.58652601,-3.69397562
 88175, 4.62,270.12050178,-3.69016112
  7999, 4.98,25.68132047,-3.69011692
 39079, 4.93,119.93410303,-3.67957835
 55084, 4.45,169.16568371,-3.65151412
 50893, 6.39,155.88609768,-3.64286765
 89512, 6.35,273.99137704,-3.61798359
 21428, 6.34,69.00696699,-3.6116221
  2762, 5.20,8.8110039,-3.59275785
 90174, 6.36,276.01499107,-3.58304161
 26624, 5.99,84.87980519,-3.56470944
105767, 5.48,321.3206872,-3.55657786
118209, 4.88,359.66837736,-3.55580738
111965, 6.32,340.19983525,-3.55413415
 62875, 6.11,193.29712947,-3.55308979
 68380, 6.36,209.95540345,-3.54965113
  7362, 6.44,23.71379541,-3.52380859
 30627, 6.42,96.54001992,-3.51584922
114822, 5.56,348.89277051,-3.49637244
 79195, 5.39,242.46055144,-3.46673076
 25708, 5.80,82.3487568,-3.44637074
 43305, 5.30,132.34057358,-3.44297063
  7597, 6.43,24.46688941,-3.44065222
 77516, 3.54,237.40527375,-3.43014112
105729, 6.38,321.21532853,-3.3982351
 12247, 5.65,39.42407297,-3.39606767
 17086, 6.22,54.90980877,-3.3928423
 63494, 5.99,195.14982714,-3.3686079
100977, 6.12,307.10370567,-3.35774231
 21444, 3.93,69.07975243,-3.352448
 92524, 6.08,282.84232175,-3.3178048
 25667, 6.39,82.2371307,-3.30741204
108144, 6.24,328.64957986,-3.30119185
 22109, 4.01,71.37558764,-3.25462465
 26263, 6.40,83.89960025,-3.25283754
  6283, 6.26,20.14405465,-3.24700031
 12584, 6.07,40.45138697,-3.21377678
 21192, 5.76,68.15642848,-3.20950026
 69747, 6.15,214.12574343,-3.19622588
 91394, 6.49,279.59914723,-3.19372155
 47242, 6.45,144.44142337,-3.17060829
117761, 5.93,358.23133386,-3.15537813
 59010, 6.37,181.49929442,-3.13154264
 97871, 5.63,298.32801307,-3.11449682
 53035, 5.95,162.77266696,-3.09264065
 77660, 5.09,237.81519764,-3.09042957
 28413, 4.53,90.01393918,-3.07407681
 23643, 6.04,76.2271905,-3.03967236
   145, 5.13,0.45598912,-3.02747891
 89587, 5.99,274.22121187,-3.00673658
 56127, 4.77,172.57867422,-3.00345887
 39863, 4.36,122.14857362,-2.98377649
 35737, 6.23,110.5774652,-2.97915985
 10826, 6.47,34.83661103,-2.97706055
 18255, 4.46,58.57286091,-2.95473348
 22189, 6.33,71.60063178,-2.9543984
 30093, 4.91,94.9983516,-2.94449028
111171, 6.15,337.82677055,-2.91118194
 89962, 3.23,275.32883578,-2.897122
 26820, 6.41,85.41795123,-2.89651493
101101, 4.91,307.41232775,-2.8854763
 97244, 6.47,296.46764026,-2.88344929
 39172, 6.41,120.18390745,-2.88192476
 14040, 6.11,45.2119809,-2.87864142
  6605, 6.17,21.20281063,-2.84852187
 26713, 6.22,85.15539545,-2.8252412
 33243, 6.03,103.74550117,-2.80358713
100758, 6.10,306.42719925,-2.80028034
 95937, 5.03,292.66593316,-2.78886135
 13874, 5.22,44.67538999,-2.78272383
 11261, 6.34,36.24328387,-2.78001486
 46509, 4.59,142.28682816,-2.76895627
117375, 5.49,356.9853611,-2.76161103
 73497, 5.52,225.33254143,-2.75487208
 51362, 5.19,157.36971129,-2.73904701
 82405, 6.32,252.59270693,-2.65424668
 42951, 6.41,131.33652137,-2.60102981
 26549, 3.77,84.68652211,-2.60006791
101692, 4.91,309.18177937,-2.54991814
   635, 6.43,1.93373158,-2.54868621
 31733, 6.14,99.58526906,-2.54391246
 12720, 6.48,40.87043285,-2.53149459
 41564, 6.42,127.12149299,-2.51710024
  5951, 5.42,19.15144476,-2.5002128
 24162, 5.89,77.82970507,-2.49078592
102561, 6.28,311.76488906,-2.48685951
 53907, 4.73,165.45695372,-2.48449705
 21547, 5.22,69.40044421,-2.47339212
 13951, 5.56,44.92151015,-2.46490094
 97687, 6.12,297.79625917,-2.46088946
   664, 6.18,2.05038298,-2.44769895
 56775, 6.22,174.6003789,-2.43593788
101921, 6.23,309.80519224,-2.41298335
 75101, 6.34,230.196555,-2.412917
 25281, 3.35,81.11923774,-2.39713844
113421, 6.17,344.56477026,-2.39534611
 10305, 5.65,33.19717997,-2.3934596
 85042, 6.28,260.71358055,-2.38791454
 81300, 5.77,249.08826456,-2.32383592
 72631, 4.93,222.75425052,-2.29884995
 32698, 5.75,102.31839228,-2.27202783
 70012, 5.14,214.88562263,-2.26534352
 53240, 6.12,163.35433053,-2.25500952
 24130, 6.24,77.74156183,-2.25374808
  5594, 5.93,17.93142731,-2.25102487
 70755, 4.81,217.05091806,-2.22795009
  1939, 6.08,6.12362201,-2.2189614
 23092, 6.34,74.54543641,-2.21276853
 46529, 6.14,142.35196411,-2.20517624
108874, 4.74,330.82845686,-2.15533588
 86476, 6.08,265.0497773,-2.15227627
 42028, 5.80,128.50682149,-2.15160482
 53273, 5.45,163.43233719,-2.12924149
 80227, 6.24,245.66212496,-2.07985224
 23296, 6.31,75.16589851,-2.06602481
 43026, 5.70,131.51021822,-2.04876829
 90642, 5.38,277.42067689,-1.98522563
 52863, 5.92,162.16902815,-1.95891494
 26727, 1.74,85.18968672,-1.94257841
 48839, 6.43,149.4329085,-1.94177088
 36388, 5.60,112.32781398,-1.90530704
 43142, 5.28,131.81253189,-1.89705972
 10234, 5.94,32.89933984,-1.82534866
 77227, 5.39,236.52354097,-1.80411556
 92963, 6.20,284.09442308,-1.79981538
115945, 6.35,352.36248095,-1.79115943
 58603, 6.32,180.25729082,-1.76798636
 33210, 6.20,103.67517925,-1.75648542
 52316, 6.25,160.3511114,-1.74120123
 55941, 6.23,171.97387788,-1.69995329
 83738, 6.34,256.72057683,-1.65611713
 85307, 6.44,261.49100049,-1.65190384
 26953, 6.31,85.78881564,-1.61317771
 82693, 6.25,253.54416698,-1.61210963
105046, 6.48,319.16440667,-1.60771816
109984, 6.16,334.14029753,-1.59636796
 25980, 5.34,83.1723102,-1.59183293
 90253, 6.15,276.23835484,-1.57940317
 62103, 5.91,190.90842535,-1.57681459
111394, 5.88,338.51203705,-1.57417924
 18788, 5.28,60.38347446,-1.54962625
 17950, 6.47,57.56710121,-1.52263503
 30666, 5.87,96.66496281,-1.50726444
 67929, 5.16,208.67581845,-1.50307142
 25368, 6.44,81.40207153,-1.49129225
 79522, 6.45,243.41094585,-1.47514027
 26108, 5.92,83.51689842,-1.47020476
 46288, 6.01,141.592957,-1.46406552
 61941, 2.74,190.41667557,-1.44952231
 72122, 6.06,221.29891743,-1.41752729
 24847, 6.33,79.89701156,-1.4118959
113433, 6.38,344.59838162,-1.41019267
 24493, 6.15,78.82717763,-1.40906138
 39211, 4.69,120.30540155,-1.39242418
110395, 3.86,335.41374983,-1.38735315
 65796, 6.42,202.31225262,-1.3642843
 33873, 6.20,105.47045579,-1.34578762
 32617, 5.75,102.07953302,-1.31883901
 96468, 4.36,294.18031892,-1.28655047
 46504, 6.27,142.25973472,-1.25691594
116323, 5.91,353.5373106,-1.24753498
 87428, 6.33,267.99769952,-1.2368115
 31278, 5.09,98.40800314,-1.22011054
 26311, 1.69,84.05338572,-1.20191725
 14954, 5.07,48.19301506,-1.19593294
 65545, 5.97,201.54783683,-1.19248368
 76133, 5.50,233.24144948,-1.18629929
 46776, 4.54,142.99556148,-1.18465438
 40263, 6.48,123.34080229,-1.16589834
 17457, 5.24,56.12711667,-1.16307844
 26063, 5.36,83.38102882,-1.15607162
 19725, 6.45,63.40894148,-1.1497257
  4147, 4.78,13.25204382,-1.1442206
 47431, 3.90,144.96389156,-1.14265722
 26736, 4.95,85.21131577,-1.12878569
 33184, 5.44,103.60273751,-1.1269609
 17120, 6.12,54.99812309,-1.12121089
101847, 4.31,309.58447294,-1.10507951
 25737, 4.71,82.43325647,-1.09217557
116146, 6.39,352.98983817,-1.08592434
 83853, 6.06,257.05690056,-1.07937767
100232, 6.05,304.93016868,-1.07859255
 23041, 6.25,74.32171783,-1.06719185
 85667, 5.31,262.59946496,-1.06250365
 21718, 6.11,69.94670263,-1.05243771
 43246, 6.42,132.15617274,-1.04483247
 26106, 6.24,83.51620482,-1.03571938
 11791, 5.36,38.03931801,-1.03481751
 75342, 6.11,230.93194231,-1.02231511
 99631, 5.44,303.30778095,-1.00926621
 90844, 5.93,277.98745241,-1.00296614
 81687, 6.25,250.29805122,-1.0002837
 28252, 6.21,89.54876554,-0.99396796
 51117, 6.33,156.65392802,-0.98807769
  5833, 5.70,18.70491873,-0.97429411
 92117, 5.89,281.61909463,-0.96163956
 30545, 5.88,96.31836214,-0.94535265
 15383, 5.62,49.5928283,-0.93014105
 40858, 6.18,125.05406858,-0.90910329
108991, 5.29,331.19764106,-0.90623994
 50887, 6.45,155.86805001,-0.9021621
 95073, 5.46,290.14867994,-0.89216854
 83635, 5.63,256.38440349,-0.8920654
 25282, 5.07,81.12046283,-0.89166902
 11046, 5.42,35.55169522,-0.88474037
 25240, 6.13,80.96388815,-0.86662418
 72449, 6.15,222.22541473,-0.84769586
 69493, 5.89,213.41945412,-0.84512445
 56647, 4.30,174.23720774,-0.82385424
 99473, 3.24,302.82610327,-0.82147569
 25732, 6.49,82.42330541,-0.80241717
 60030, 5.90,184.66790853,-0.7871448
 54027, 6.12,165.81063394,-0.75206922
 98844, 5.67,301.09647111,-0.70902114
 12530, 5.72,40.30779517,-0.69534847
 99171, 5.97,302.00731244,-0.67802026
 64838, 6.36,199.37455403,-0.67604128
 60129, 3.89,184.97663096,-0.66674709
 51437, 5.08,157.57292935,-0.63697208
 96807, 5.64,295.18047034,-0.6212928
 66249, 3.38,203.673978,-0.59593821
 39625, 6.40,121.45683895,-0.57332266
 24041, 6.11,77.51358512,-0.56519928
102770, 6.24,312.3218893,-0.56327506
 32851, 5.78,102.70757903,-0.54042726
 29716, 5.62,93.89315534,-0.51165873
  6226, 5.87,19.9512172,-0.5089949
  2787, 5.94,8.88645754,-0.50545908
   417, 6.32,1.26581912,-0.50290553
 34769, 4.15,107.96608486,-0.49278056
 44356, 5.64,135.49173102,-0.48284175
 74901, 5.88,229.60888718,-0.46123725
 88671, 6.32,271.53100222,-0.4460979
 84514, 4.72,259.15294004,-0.44514192
 94149, 6.34,287.46497041,-0.42809819
 25028, 5.68,80.38268211,-0.41649397
  6717, 6.42,21.61382606,-0.3989861
106758, 6.22,324.39072099,-0.39049406
 25044, 4.72,80.4406153,-0.38246922
 49641, 4.48,151.98456489,-0.37162786
  9631, 5.96,30.9505127,-0.34014611
 99624, 6.47,303.26843803,-0.33079848
109074, 2.95,331.44593869,-0.31982656
 57629, 6.15,177.25584223,-0.31867805
 91322, 5.76,279.39981039,-0.30942411
 34724, 5.44,107.84846508,-0.30190562
 25930, 2.25,83.00166562,-0.2990934
 17506, 5.56,56.23526063,-0.29671559
 30720, 5.55,96.8149602,-0.27598684
 18859, 5.38,60.65273634,-0.26831052
 72629, 6.18,222.75047349,-0.25750738
 95222, 5.81,290.58962436,-0.25227829
110091, 6.39,334.51790289,-0.23752268
 53167, 6.31,163.15039855,-0.20159519
 73193, 5.51,224.38840115,-0.16754803
 35080, 6.42,108.83088379,-0.16129299
 25223, 5.69,80.92628584,-0.15981294
 73536, 5.71,225.45381414,-0.14025867
111497, 4.04,338.83887054,-0.11736123
 20341, 5.86,65.36270888,-0.09786658
 54849, 5.40,168.43991709,-0.06950857
  2100, 6.16,6.65572204,-0.04953631
 21139, 4.91,67.96945612,-0.04399115
110960, 3.65,337.20750231,-0.02006304
 26149, 6.25,83.62203574,-0.01233696
 54049, 5.95,165.9026141,-0.00083195
 25976, 6.15,83.15820239,0.01196223
  9827, 6.29,31.62196116,0.03536862
 80708, 6.46,247.17646594,0.05509353
 87875, 5.95,269.26792871,0.06668731
 48413, 6.34,148.04999861,0.07567169
 38306, 6.38,117.72258006,0.07954261
104872, 6.38,318.65428627,0.09228716
101746, 6.21,309.32657723,0.09700261
117887, 5.78,358.6943635,0.10934429
  9589, 5.42,30.7983571,0.12845397
 55595, 6.05,170.82489203,0.13206925
 35712, 5.99,110.51448965,0.17712559
113610, 6.22,345.15783182,0.18583971
 37614, 6.17,115.7725736,0.18936449
 90441, 5.20,276.80212484,0.19612982
 17805, 5.91,57.16215134,0.22787124
 95812, 6.25,292.32508068,0.24610506
 11687, 6.00,37.68847239,0.25587583
 97980, 5.60,298.68655124,0.27365959
115476, 6.33,350.882937,0.2912976
 30717, 5.19,96.80733207,0.29926632
 12387, 4.08,39.87061789,0.3285168
 85537, 5.41,262.20705273,0.33057703
 26762, 5.93,85.27328514,0.33768602
 95585, 4.64,291.62954029,0.33857566
 94913, 6.40,289.7122248,0.33900138
 74689, 5.62,228.9547494,0.37210753
 70022, 6.18,214.92071957,0.38436366
 11021, 5.29,35.48597927,0.39569203
 16852, 4.29,54.21882896,0.40283316
103414, 6.06,314.29404317,0.46393242
 22840, 5.98,73.71128549,0.46717846
101936, 5.15,309.8534644,0.4864919
 31992, 5.79,100.27268782,0.4953354
 25378, 6.18,81.44590528,0.52024371
 58445, 6.18,179.76406511,0.53060794
105819, 6.45,321.46481241,0.53430605
 58002, 6.31,178.45959018,0.55210721
 28296, 5.21,89.70658741,0.55297359
 24377, 6.33,78.44687015,0.56046647
 16846, 5.82,54.19711994,0.58815498
108691, 5.60,330.27087929,0.60474348
 88148, 6.36,270.06525642,0.62948791
 80693, 5.41,247.14157201,0.66516717
 87812, 5.82,269.07667921,0.67035571
 35751, 6.43,110.61790366,0.70095228
 83601, 6.00,256.32011831,0.70337361
 75119, 5.35,230.25842001,0.71558981
 72154, 5.68,221.37595224,0.71729003
