HIP,VMAG,RA_DEG,DEC_DEG
 59307, 6.16,182.51075478,-34.70473605
 80911, 4.24,247.84558957,-34.70432087
 24909, 6.34,80.08627558,-34.69885053
 98421, 5.30,299.96366659,-34.69763103
 85237, 6.14,261.26111805,-34.69600968
 77286, 5.61,236.68429408,-34.68238898
 26868, 5.29,85.56329561,-34.66793677
 11867, 5.91,38.2793288,-34.64992327
 41939, 6.36,128.24380764,-34.63404652
 43114, 6.33,131.70520725,-34.62295882
 40787, 6.44,124.87299244,-34.59014713
 12186, 5.78,39.24425358,-34.57734519
 66405, 6.48,204.2107382,-34.46775455
 87671, 6.10,268.61300345,-34.46671107
 67457, 4.19,207.36146356,-34.45063035
 87472, 5.84,268.08233216,-34.41683044
 76705, 4.66,234.94156188,-34.41189273
 30069, 5.76,94.92063879,-34.39659537
 90185, 1.79,276.04310967,-34.3843146
 32855, 4.99,102.71812209,-34.36732059
 73559, 6.21,225.492089,-34.35881656
 25007, 6.05,80.32025164,-34.34506641
 28992, 5.82,91.76528547,-34.31202171
 82396, 2.29,252.54268738,-34.29260982
 85839, 6.16,263.10264642,-34.27932379
 37853, 5.36,116.39657467,-34.17655092
112501, 6.28,341.83002439,-34.16178732
 30143, 5.55,95.15099685,-34.14419295
 36143, 5.90,111.67696453,-34.14070792
 59588, 6.34,183.30403548,-34.12528736
 83574, 4.83,256.20562945,-34.12292247
 87516, 6.05,268.20509107,-34.11482109
 33558, 5.07,104.60460729,-34.11172588
 89637, 6.03,274.40103799,-34.10723517
 45754, 6.40,139.94976336,-34.10331577
 26634, 2.65,84.91224975,-34.07404941
 52965, 5.61,162.48769199,-34.05819988
109289, 4.99,332.10803368,-34.04372111
 20535, 3.97,66.00902233,-34.01698632
109404, 5.37,332.48213069,-34.01503553
 62683, 4.90,192.67161238,-33.99926779
 78105, 5.14,239.2228396,-33.96602225
 78106, 5.59,239.22543843,-33.96415999
 90336, 6.30,276.47752648,-33.94569163
106340, 5.97,323.06072952,-33.94461293
 28524, 5.54,90.31789213,-33.91177131
 57936, 4.29,178.22733867,-33.90813014
 20138, 6.36,64.76204095,-33.90462785
 73049, 5.32,223.93622772,-33.85578004
 11477, 5.13,37.00704179,-33.81105246
 27810, 4.88,88.2786848,-33.8014395
 89086, 6.13,272.73060993,-33.80006816
 20042, 3.55,64.47341068,-33.79833145
 59622, 6.34,183.40332369,-33.79288126
102831, 4.89,312.49199793,-33.7796732
 53699, 5.70,164.80726626,-33.73745399
 35463, 6.31,109.80706646,-33.727146
115178, 6.35,349.92965523,-33.70796023
 85786, 6.43,262.94735241,-33.70308126
 98470, 5.65,300.08399517,-33.7027487
106907, 6.28,324.77527499,-33.67875173
 77634, 3.97,237.7397573,-33.62710488
 56620, 5.71,174.14551817,-33.56997476
 40291, 6.38,123.4210439,-33.56955241
 39617, 6.15,121.43704092,-33.56944572
 84401, 5.60,258.83019699,-33.54841317
 79199, 5.50,242.46919686,-33.54569572
  5042, 6.44,16.13586737,-33.53278805
   655, 5.67,2.01465535,-33.52933371
 82855, 6.29,253.99059176,-33.50688932
 63490, 6.01,195.13628763,-33.50509249
 33774, 6.39,105.20724583,-33.4657203
 36807, 6.11,113.55360344,-33.46358395
 30277, 3.85,95.52852147,-33.43627251
102014, 5.47,310.08255226,-33.43193038
 48748, 5.83,149.14779191,-33.41854978
 26796, 6.35,85.36217359,-33.4007116
 58272, 6.20,179.26575492,-33.3154488
 62360, 5.87,191.69258582,-33.31541396
 66254, 6.46,203.6817205,-33.31082494
 72959, 5.85,223.6580027,-33.30056091
 38200, 5.61,117.39761883,-33.28895425
 82960, 5.48,254.29655015,-33.2594689
 78726, 6.10,241.07432893,-33.21363541
 80324, 6.45,245.98635397,-33.19932914
 65311, 6.17,200.78601574,-33.18988737
 42828, 3.68,130.89811451,-33.18641133
102989, 6.06,312.99481827,-33.17796029
 81741, 5.84,250.43956303,-33.14562113
109306, 6.37,332.17764444,-33.12575126
 76395, 6.26,234.04740479,-33.09274641
111809, 5.66,339.71443125,-33.08138295
 26219, 5.76,83.81439488,-33.08000909
  9207, 6.37,29.61116045,-33.06673777
 40945, 4.83,125.34597645,-33.05437199
 86716, 6.44,265.77860253,-33.05127544
106703, 6.10,324.20312178,-33.04789185
 98012, 6.47,298.77129973,-33.04624883
 67153, 4.23,206.42319432,-33.04336606
 50075, 6.38,153.35411361,-33.03187875
107380, 4.35,326.2366159,-33.02555306
 91014, 5.28,278.4906866,-33.01653262
 79596, 5.91,243.59321316,-33.01104217
  2210, 4.86,6.98213606,-33.0070446
 67669, 4.32,207.95677175,-32.99401625
 90763, 5.37,277.77018839,-32.9890014
109285, 4.50,332.0956383,-32.98839827
 56657, 6.32,174.25509929,-32.98799577
 59021, 6.49,181.5218714,-32.96075904
 76048, 6.49,232.95933926,-32.88106085
112948, 4.46,343.13149128,-32.87545019
 31086, 6.31,97.85002981,-32.86856538
 56452, 5.96,173.62480364,-32.83334205
 60735, 5.56,186.71539248,-32.83004764
112746, 6.34,342.49685641,-32.80539996
 43352, 5.19,132.46458755,-32.78040797
 89010, 6.39,272.49984266,-32.71927087
 31362, 5.62,98.64720407,-32.71626113
 52407, 5.63,160.68003687,-32.71567314
 39487, 5.25,121.06747264,-32.67484684
 84551, 5.53,259.26547645,-32.66270528
 79173, 6.18,242.38232104,-32.64893835
 73624, 5.45,225.74704341,-32.64324605
 73107, 6.06,224.12862034,-32.63670976
 26649, 5.44,84.95771446,-32.62913912
 42075, 6.41,128.63313216,-32.59839612
 86011, 5.69,263.67704498,-32.58165772
 30788, 4.47,97.04257272,-32.58012947
 84650, 6.36,259.58546532,-32.55308889
109422, 4.94,332.53534803,-32.54844042
113246, 4.20,343.98705005,-32.53970196
 61172, 6.46,188.01835363,-32.53373156
115102, 4.41,349.70594501,-32.53183574
 12786, 6.21,41.08550087,-32.524662
 43573, 6.49,133.1089359,-32.50930296
 32759, 3.50,102.46027285,-32.50848752
 13947, 6.32,44.90958178,-32.50722144
 57047, 5.20,175.43313494,-32.49932237
 39380, 5.83,120.76737445,-32.46357097
 84226, 5.95,258.2439872,-32.4383273
 54725, 6.35,168.06159256,-32.43382529
 13147, 4.45,42.27233113,-32.40628403
 30840, 5.74,97.16351878,-32.37129738
 54561, 5.79,167.47242253,-32.36745668
111188, 4.29,337.87620651,-32.34602798
104174, 5.20,316.60283819,-32.34163849
 31688, 5.25,99.44809882,-32.33989066
  7955, 5.25,25.53602338,-32.32685759
 27204, 5.18,86.49955386,-32.30637997
103738, 4.67,315.32275695,-32.25776681
 86527, 6.01,265.24394821,-32.21444835
 35855, 5.41,110.88291983,-32.20207858
 47199, 5.62,144.29112334,-32.17861272
 28756, 5.65,91.08448552,-32.17272393
105140, 4.71,319.48436063,-32.17248551
 41723, 5.61,127.61924898,-32.15928753
 83336, 5.03,255.46937192,-32.14340148
 40341, 6.07,123.54599673,-32.14072755
 81891, 6.46,250.91137378,-32.10588875
116820, 5.30,355.15921709,-32.07299489
 98842, 4.99,301.08151239,-32.05626941
102901, 6.42,312.69647274,-32.05445023
 31190, 5.73,98.16241008,-32.03045378
 78665, 6.00,240.89326968,-32.00046745
 28138, 6.44,89.20418412,-31.97627815
 54030, 6.44,165.81702176,-31.96078529
 17304, 4.99,55.56207975,-31.93839587
 67786, 4.75,208.30228458,-31.92758624
 35795, 5.40,110.75292901,-31.92379021
117931, 6.09,358.81906097,-31.92146922
 97260, 5.51,296.50506632,-31.90853854
  7361, 6.11,23.71180174,-31.89221429
 46657, 5.75,142.69200638,-31.88917107
 78486, 6.33,240.33145077,-31.88913378
 16672, 6.39,53.63990978,-31.87479845
 46734, 5.91,142.88413622,-31.87183113
 56343, 3.54,173.25107936,-31.85752405
 36345, 5.95,112.21316505,-31.84841156
 53818, 6.06,165.17015147,-31.83961881
 35957, 5.35,111.18278416,-31.80892621
 32366, 5.92,101.34616795,-31.79292174
 30376, 6.31,95.81043243,-31.79031451
 33330, 6.36,103.97824254,-31.7901956
 78058, 6.29,239.05832091,-31.7858926
 23446, 5.92,75.59503803,-31.77154017
 36045, 6.32,111.42910652,-31.7387318
 32810, 5.74,102.597291,-31.70609416
 87220, 4.79,267.2936388,-31.70318435
 92972, 6.45,284.11346159,-31.68900191
 52841, 5.87,162.05888249,-31.68785403
 68641, 6.18,210.7571098,-31.68419597
 41449, 6.33,126.81847379,-31.67272366
111600, 5.82,339.14778918,-31.66369314
113234, 6.09,343.96476013,-31.63320469
 67696, 6.11,208.00415628,-31.61913622
102092, 5.75,310.34826007,-31.59814237
113283, 6.48,344.0992776,-31.56517871
  4852, 5.50,15.60990729,-31.55204219
 74604, 4.91,228.6555245,-31.51912564
 64803, 5.10,199.22129667,-31.5060767
 41926, 6.38,128.21774079,-31.50270424
 36362, 5.78,112.27050532,-31.45622952
  1288, 5.66,4.0366068,-31.44632821
 28098, 5.52,89.08726177,-31.38245487
 76739, 6.35,235.06483646,-31.21369404
 74929, 6.18,229.67211538,-31.20933138
 11524, 6.11,37.14773173,-31.10240175
 56332, 5.13,173.22562476,-31.08723547
 77985, 6.21,238.87714588,-31.08370458
 16628, 6.20,53.48672231,-31.08030021
  8480, 6.35,27.33067634,-31.07242337
 32292, 5.23,101.11862078,-31.07053787
 51172, 4.28,156.78814953,-31.06780228
 93667, 5.49,286.10439624,-31.04703255
 93134, 6.09,284.58879917,-31.035856
 33591, 6.41,104.68210351,-30.99805276
 36514, 4.65,112.67754202,-30.96228313
 32385, 5.62,101.37996161,-30.94899076
  6502, 5.84,20.87903356,-30.94550599
 71853, 6.38,220.46353219,-30.93311972
 40476, 6.22,123.96905389,-30.92591456
 73937, 5.97,226.63838694,-30.91841299
 38686, 6.45,118.80777774,-30.91771061
 79980, 5.53,244.88617634,-30.90676896
107608, 5.02,326.93405546,-30.89830582
 35241, 6.30,109.2383968,-30.89694595
 57841, 5.85,177.92340338,-30.83409571
 34782, 6.10,108.01716282,-30.82142072
 13363, 6.38,42.9840101,-30.81477504
 21958, 5.66,70.7888076,-30.76539538
 90260, 5.58,276.25630334,-30.75640093
 89020, 5.53,272.52418933,-30.72859747
 10320, 5.27,33.22691696,-30.72384252
103103, 6.35,313.35390569,-30.7189092
 21486, 6.28,69.21225109,-30.71679507
 71154, 6.07,218.29009826,-30.71497213
 35083, 5.36,108.83783435,-30.68647453
111934, 5.88,340.09324845,-30.65836159
 34248, 6.34,106.50205197,-30.6557289
 51376, 5.57,157.39749325,-30.60707101
108259, 6.41,328.98168177,-30.60587153
 82731, 6.34,253.64974943,-30.587337
 72772, 6.30,223.13886782,-30.57715291
 21393, 3.81,68.88779874,-30.56231049
 73850, 6.48,226.39124303,-30.55106819
 98351, 6.27,299.73486767,-30.5382381
 26862, 6.18,85.54826244,-30.53546199
 18723, 5.93,60.1692644,-30.49070974
101552, 6.42,308.69742531,-30.47341857
 31870, 5.70,99.92777365,-30.47002424
 88635, 2.98,271.45218586,-30.42365007
 61720, 5.86,189.76451917,-30.4223493
 83896, 5.93,257.19810689,-30.40356872
 45001, 5.59,137.48504809,-30.36528248
 34954, 6.32,108.48891963,-30.33980156
 60468, 6.39,185.94925486,-30.33538535
 38901, 4.76,119.41713237,-30.33458703
 57507, 6.48,176.81661416,-30.28595727
 38792, 6.28,119.09468059,-30.28453466
  7118, 5.79,22.93021487,-30.28292502
 88060, 5.00,269.771999,-30.25300479
 84445, 6.20,258.96400223,-30.21062099
 47868, 6.45,146.34172832,-30.20276206
 12288, 5.84,39.57748196,-30.19388274
 17738, 5.52,56.98342907,-30.16732063
 50868, 6.25,155.80474516,-30.16223451
 74857, 4.35,229.45768699,-30.14866233
104148, 5.69,316.50468134,-30.12495361
 30122, 3.02,95.07827982,-30.06337656
 12122, 5.74,39.03865189,-30.04496366
 22280, 6.35,71.95649059,-30.02059732
 99878, 6.30,303.96077438,-30.0052966
 40656, 6.43,124.49275494,-30.00370618
  9440, 5.34,30.3116514,-30.00156583
 54430, 6.47,167.06570976,-29.97245501
108952, 6.45,331.09930944,-29.91653781
  7463, 5.69,24.03512124,-29.9074336
 77729, 6.39,238.05370687,-29.88634407
 93506, 2.60,285.65301428,-29.88011429
 85423, 4.28,261.8386001,-29.86669942
 13768, 6.29,44.30380182,-29.85527529
 89931, 2.72,275.24842337,-29.82803914
 90485, 5.90,276.95618477,-29.81690216
 15024, 6.17,48.40806266,-29.80412191
 76600, 3.66,234.66410153,-29.77768935
 21248, 4.49,68.3776229,-29.76583186
 28899, 5.79,91.52304862,-29.75852227
 95619, 5.66,291.73529268,-29.74310537
 85442, 5.98,261.90648805,-29.7244896
   183, 5.04,0.58297574,-29.72044805
 80399, 5.40,246.16552568,-29.70446361
 91172, 6.36,278.99850622,-29.69907952
106564, 6.42,323.72080115,-29.69608094
  9521, 6.40,30.61781113,-29.66566527
 45249, 6.38,138.33972458,-29.66442214
 51364, 5.58,157.37088906,-29.66385399
113368, 1.17,344.41177323,-29.62183701
 88567, 4.66,271.2550938,-29.5800762
 66060, 6.45,203.14383052,-29.56528224
 42483, 4.86,129.92704475,-29.56086189
 66563, 5.81,204.67552479,-29.56067984
  2661, 5.55,8.42108802,-29.55820696
112862, 5.99,342.83726823,-29.53627381
  4932, 6.28,15.82401808,-29.52577074
 94272, 6.28,287.82835331,-29.50224142
 70753, 4.97,217.04351389,-29.49157976
118277, 5.59,359.866257,-29.48515314
 43370, 5.86,132.50934024,-29.46301021
113532, 5.51,344.89901144,-29.46232352
 27705, 6.47,87.99828407,-29.44939942
 79302, 5.09,242.75886281,-29.41600661
 92643, 6.12,283.15435467,-29.37956282
112102, 6.12,340.59198418,-29.36099924
  4577, 4.30,14.65144118,-29.35746436
 17618, 5.91,56.61426555,-29.33816606
 95456, 5.91,291.26687908,-29.30920884
 35904, 2.45,111.02377104,-29.30311979
  9677, 4.68,31.12262534,-29.29683966
 69623, 6.10,213.75532477,-29.28186854
   345, 6.38,1.08457463,-29.26883006
 56280, 4.93,173.06840611,-29.26137351
 78104, 3.87,239.22119438,-29.21401221
 57001, 6.44,175.28584703,-29.19682236
 73171, 6.28,224.3071673,-29.15760702
 36258, 5.55,111.99653073,-29.1559018
 27901, 6.34,88.5585207,-29.14710228
 78575, 6.07,240.66416321,-29.13577664
101211, 6.35,307.73663,-29.11265034
 67523, 6.19,207.52725777,-29.08124029
 50456, 5.52,154.53166913,-28.99202661
 14879, 3.80,48.01783332,-28.98910623
  1708, 5.18,5.37990144,-28.98129509
 33579, 1.50,104.65644451,-28.97208931
 37677, 3.94,115.95196716,-28.9548352
 13907, 6.14,44.77705541,-28.90707982
 75790, 6.43,232.2445393,-28.86681151
113669, 5.55,345.33061462,-28.85390821
 46026, 4.71,140.80140137,-28.83392305
114254, 5.60,347.08790152,-28.82356853
 44130, 6.24,134.81604453,-28.80607879
 15357, 5.93,49.51038343,-28.797036
 97515, 6.04,297.29803947,-28.78873269
 46329, 6.12,141.68714002,-28.78768232
 30503, 6.37,96.18328956,-28.77981914
105228, 6.40,319.72633611,-28.76565847
 88012, 5.99,269.66270935,-28.75907603
111801, 6.46,339.68626016,-28.74818538
 26309, 6.26,84.04282744,-28.70800575
 66065, 5.69,203.14984195,-28.6927144
 26460, 5.28,84.43601282,-28.68979391
100738, 5.86,306.36175161,-28.66327932
 89622, 6.18,274.35033079,-28.65202985
 27303, 6.22,86.76908719,-28.6389386
 43215, 6.42,132.06097234,-28.63877951
 93925, 6.05,286.87850541,-28.63678162
 46810, 6.43,143.07685571,-28.62787596
 43394, 6.17,132.59020878,-28.61760308
 79881, 4.80,244.57467023,-28.61377598
 49967, 6.28,153.01198942,-28.60595499
 67890, 6.05,208.56979864,-28.56942861
 33094, 6.05,103.3906464,-28.53872019
 81992, 5.99,251.25086797,-28.50965621
 33760, 6.28,105.177198,-28.48947369
 58158, 5.93,178.91720463,-28.47703681
 88839, 4.55,272.02067917,-28.45701627
108661, 5.43,330.20922938,-28.45373726
114969, 6.24,349.28638088,-28.43803072
 90012, 6.15,275.50055387,-28.42995389
 79399, 5.67,243.06689523,-28.4172057
 37648, 4.63,115.88498187,-28.41095714
115121, 6.49,349.763686,-28.38787084
 36917, 4.65,113.8455718,-28.36927798
111879, 6.30,339.93383671,-28.3255604
 62131, 5.46,191.00229297,-28.32386102
109412, 6.44,332.50055511,-28.29249314
 89620, 6.36,274.34860342,-28.28860655
 51551, 6.04,157.95305052,-28.23709212
 11918, 4.96,38.4613017,-28.2323401
 81266, 2.82,248.97066423,-28.21596156
 76567, 6.32,234.56583222,-28.20660943
 85084, 5.30,260.83996212,-28.14276032
 76470, 3.60,234.25607748,-28.13507099
117452, 4.59,357.23116631,-28.1300148
 65969, 6.48,202.88841442,-28.11274555
 14086, 5.88,45.40604298,-28.09048221
114366, 5.88,347.4359083,-28.08857609
 22192, 6.18,71.60730189,-28.0874882
 54477, 5.43,167.18353198,-28.08061647
 87836, 5.76,269.17424596,-28.0653494
 77235, 6.49,236.55372448,-28.06142741
 73566, 5.83,225.52657921,-28.06052808
 76259, 5.13,233.65545605,-28.04690734
   761, 5.42,2.3375862,-27.9879039
 72571, 4.42,222.5727779,-27.96021925
 17007, 6.01,54.69857269,-27.94311708
 13202, 5.39,42.47562958,-27.94203549
 33856, 3.49,105.42979876,-27.93484165
 79404, 4.58,243.07588221,-27.92631564
103168, 6.41,313.52740209,-27.92519765
 86725, 6.40,265.82377433,-27.88397195
 35205, 4.66,109.14583928,-27.88127313
 26412, 6.15,84.31872154,-27.87119898
 95408, 6.03,291.12571955,-27.86590574
 35848, 5.37,110.87072892,-27.83428348
 14551, 6.18,46.96168705,-27.8311011
 87072, 4.53,266.89011276,-27.83076255
   930, 5.41,2.8934043,-27.7997782
  4363, 6.11,13.98137347,-27.77582706
 31037, 5.92,97.69288857,-27.7695891
 47758, 4.78,146.05054261,-27.76956287
109789, 5.45,333.57806796,-27.76691218
 84175, 6.12,258.10444671,-27.76200634
 70306, 4.78,215.77461567,-27.75373395
 60603, 6.09,186.32670513,-27.74899915
103902, 6.25,315.7923579,-27.73150578
 43409, 4.02,132.63338051,-27.71005869
 98688, 4.43,300.66441367,-27.70987972
 43825, 4.87,133.8813149,-27.68162589
 93864, 3.32,286.73517629,-27.66981416
 73284, 5.65,224.66369181,-27.65729301
 19095, 5.59,61.40543294,-27.65203636
104750, 5.41,318.32194676,-27.61905854
 62500, 5.65,192.10982759,-27.59723017
 33492, 6.22,104.42765274,-27.53752364
 34624, 5.46,107.5805277,-27.4915246
 48776, 6.32,149.22558279,-27.47521203
 68581, 5.47,210.59501153,-27.42976294
 51979, 4.87,159.30749487,-27.41268661
 24831, 5.98,79.84869643,-27.3688642
 34924, 6.12,108.40188094,-27.35637407
  8233, 6.38,26.50414338,-27.34872151
 32322, 6.43,101.21648345,-27.34238072
 77900, 6.15,238.62549047,-27.33857445
 48468, 6.28,148.24254341,-27.33240371
 16029, 5.93,51.59383221,-27.3176091
 54204, 4.92,166.33346925,-27.29359566
 54255, 5.69,166.48978075,-27.28781183
 57749, 6.48,177.65515301,-27.27795367
 69415, 5.07,213.19180466,-27.26110002
 98162, 4.54,299.23677038,-27.1698625
 33532, 6.36,104.53147991,-27.16439185
 29294, 5.72,92.64452684,-27.15420421
 69977, 6.35,214.77988682,-27.14115459
 61621, 5.41,189.42594398,-27.13865883
111045, 5.95,337.44142048,-27.10723481
 42071, 6.40,128.62386686,-27.09819859
111954, 4.18,340.16385653,-27.0436148
117860, 6.34,358.58911989,-27.04290947
 89678, 4.66,274.51328312,-27.04263452
 35044, 5.58,108.7132841,-27.03792355
 99825, 5.73,303.8190747,-27.03253576
 50066, 6.23,153.33117633,-27.02897817
 36848, 5.78,113.64510631,-27.01244868
 92041, 3.17,281.41397083,-26.9907794
115312, 5.65,350.31462908,-26.98674162
 95865, 5.46,292.46738503,-26.9855106
 87163, 6.31,267.11598733,-26.97493164
 35611, 6.00,110.22882941,-26.9638516
 33040, 6.33,103.25127657,-26.95747344
 24505, 5.06,78.85152247,-26.94343723
102978, 4.12,312.95540084,-26.91912642
103777, 6.04,315.43862372,-26.88093351
 70538, 6.48,216.44905121,-26.85210525
 42147, 5.95,128.86967445,-26.84353277
 36264, 6.26,112.00800583,-26.838996
 53963, 6.21,165.60170418,-26.83120466
108975, 5.97,331.15316181,-26.8223356
 54703, 6.43,167.99107396,-26.80615228
 37229, 3.80,114.70783872,-26.8038924
 35326, 6.45,109.45005353,-26.79755949
 35037, 4.01,108.70275679,-26.77268601
 44887, 6.15,137.18150569,-26.76762631
 90510, 6.28,277.02571606,-26.75715814
 57613, 5.10,177.1879392,-26.74975369
 56293, 6.15,173.09723921,-26.74685306
 62788, 6.14,192.99153012,-26.7383519
 25180, 6.49,80.79991836,-26.70548911
 29233, 6.27,92.44648871,-26.70111783
 68895, 3.25,211.59278733,-26.68201883
 51885, 6.29,159.01877664,-26.67528564
 44290, 6.20,135.29751141,-26.66358657
 92635, 6.28,283.11798729,-26.65062176
 72378, 5.76,221.98985195,-26.64613329
 90478, 6.31,276.93233601,-26.63475516
118076, 6.26,359.28384615,-26.62349762
 69458, 6.23,213.30519927,-26.61226602
 15585, 6.40,50.18823634,-26.60656152
 84405, 4.33,258.83869698,-26.60004896
 46578, 5.49,142.47716139,-26.58961727
 35427, 5.29,109.71366298,-26.58587077
 64375, 6.49,197.9135187,-26.55172563
 48763, 6.27,149.19538618,-26.54974395
 84478, 6.33,259.05698088,-26.54341625
 80910, 6.07,247.84528782,-26.53755183
 83740, 6.26,256.7217787,-26.51299082
 66400, 5.73,204.20212206,-26.49523551
 29347, 6.08,92.80690013,-26.4821137
 80763, 1.06,247.35194804,-26.43194608
 65682, 6.49,202.00784601,-26.40222506
 34444, 1.83,107.09785853,-26.39320776
 34981, 4.42,108.56340179,-26.35251617
 37590, 5.64,115.70064325,-26.35125398
 41074, 5.88,125.70808174,-26.34823475
 74239, 5.75,227.57771621,-26.3326008
109667, 6.19,333.23958651,-26.32772421
 79050, 5.35,242.03133733,-26.32666483
 98066, 4.70,298.95927101,-26.29968718
 92855, 2.05,283.81631956,-26.29659428
103389, 5.70,314.1969592,-26.29621951
  1099, 6.14,3.4349148,-26.28498303
 28675, 5.03,90.81483793,-26.28475048
 76503, 6.19,234.36877505,-26.27980785
 23430, 5.01,75.54069171,-26.27484321
 85783, 6.05,262.9348963,-26.26965423
 77984, 5.63,238.87542764,-26.26592073
 42334, 5.24,129.46736838,-26.25497008
117107, 6.23,356.12124378,-26.24658154
  7016, 5.92,22.5953198,-26.20785462
 98353, 4.84,299.7382347,-26.19582739
 74539, 5.84,228.47217392,-26.19355939
106654, 5.73,324.04543329,-26.17145712
 23668, 5.71,76.31745462,-26.15223983
 67143, 5.81,206.40390701,-26.11598461
 78265, 2.89,239.71300283,-26.1140428
 15125, 6.25,48.75115546,-26.10040647
 72357, 5.23,221.9365883,-26.0874799
111138, 6.43,337.72394611,-26.07356883
  1096, 5.94,3.42591849,-26.02215399
102094, 6.29,310.35106663,-25.99985039
 68224, 6.42,209.49523972,-25.99808989
 45902, 4.71,140.37332838,-25.96541642
 10798, 6.33,34.74435827,-25.94676773
 85391, 6.42,261.73043254,-25.94339733
 34798, 5.91,108.0509095,-25.94260947
 38070, 4.40,117.02156206,-25.93718054
 48559, 4.87,148.55182725,-25.93248205
112567, 6.31,341.98388582,-25.91174758
 24114, 6.40,77.68580376,-25.91052699
 58436, 6.42,179.72663478,-25.90880286
 94434, 5.79,288.306957,-25.90676384
109990, 6.14,334.15599677,-25.89813249
 35626, 5.87,110.26808505,-25.89167605
 78650, 4.96,240.83611243,-25.86514891
 44824, 4.62,137.01190516,-25.85853691
 30711, 6.05,96.79782098,-25.85597162
 11212, 6.45,36.08373505,-25.84749833
 69965, 5.87,214.75469177,-25.81631724
102772, 5.86,312.32335608,-25.78119469
 32827, 6.32,102.65400772,-25.77840876
 77635, 4.63,237.74480683,-25.75123489
 20347, 6.08,65.38038046,-25.72845717
 58082, 5.26,178.67711574,-25.71406632
 39514, 6.35,121.13603787,-25.69969807
113593, 6.30,345.10242074,-25.62674394
 72323, 5.61,221.84399993,-25.62423321
  6971, 6.37,22.42829333,-25.61778011
 16449, 6.38,52.9733836,-25.61411273
 80112, 2.90,245.29717718,-25.59275259
 15700, 6.36,50.5678437,-25.58780402
 16697, 6.48,53.71821945,-25.58290648
 30436, 5.61,95.98297443,-25.57752992
  2159, 5.99,6.81119663,-25.54713325
 67071, 6.21,206.19042582,-25.50087935
 79622, 6.06,243.72265106,-25.47692204
 72197, 5.15,221.50074084,-25.44291557
 90496, 2.82,276.99278955,-25.42124732
 28520, 6.04,90.304605,-25.41771238
 33575, 5.59,104.64959747,-25.41416976
 43002, 6.07,131.45541393,-25.38810636
 37173, 4.69,114.57519746,-25.36478805
117510, 6.44,357.45670537,-25.3312897
 77840, 4.59,238.40303498,-25.32708018
 74500, 6.47,228.37052116,-25.30916439
 47187, 5.68,144.25103185,-25.29684739
 73714, 3.25,226.01775793,-25.28185602
 13942, 5.69,44.90027293,-25.27433851
102485, 4.13,311.52402547,-25.27051682
 94643, 4.86,288.88498822,-25.25660677
 77909, 5.87,238.66474184,-25.24367939
 34579, 5.69,107.42928078,-25.23104384
 36024, 5.79,111.35530599,-25.2177645
 33804, 5.64,105.27478853,-25.21564581
105646, 6.47,320.98274393,-25.20242815
109737, 5.58,333.43494738,-25.18092537
113562, 5.66,345.02402543,-25.16398677
 80815, 4.79,247.55199128,-25.11515935
101808, 6.38,309.46742044,-25.10918309
  3056, 6.43,9.70310992,-25.10776606
 83176, 5.88,254.99043286,-25.09216189
  8209, 5.29,26.41106016,-25.05243403
 91974, 5.82,281.20667981,-25.01086335
 68390, 5.77,210.00102545,-25.01017978
104234, 4.49,316.78202266,-25.00574796
 84970, 3.27,260.50243371,-24.99948797
 71974, 5.70,220.80652349,-24.99773099
 83196, 5.74,255.03949377,-24.98893659
 68269, 5.20,209.62990869,-24.97217754
 34318, 6.09,106.71868219,-24.96058078
 35415, 4.37,109.67703283,-24.95438447
101384, 6.35,308.21813716,-24.94372528
 93315, 6.35,285.10324474,-24.9422712
 89980, 6.19,275.38068395,-24.91527108
 38146, 5.32,117.2570691,-24.91224336
 84947, 6.36,260.42326204,-24.90600939
 20465, 5.81,65.77358735,-24.89211883
 87706, 6.18,268.72517769,-24.88708859
 96465, 4.59,294.17662107,-24.88356664
 38170, 3.34,117.32357809,-24.85978401
 62448, 6.43,191.97363562,-24.85174736
 93498, 5.63,285.61537869,-24.84639516
 60425, 5.66,185.83999906,-24.84062116
 78246, 5.43,239.64530965,-24.83142974
 70469, 5.34,216.20275252,-24.80626639
  4164, 6.44,13.30164021,-24.77697293
 25045, 5.06,80.44278196,-24.77294996
  2941, 5.57,9.33244613,-24.76722545
110529, 5.53,335.8782743,-24.76265507
118029, 6.31,359.12476549,-24.73724204
 59199, 4.02,182.10313607,-24.72877993
 78699, 6.22,240.97794097,-24.72632678
 56830, 6.40,174.75175926,-24.72050905
 96406, 5.64,294.00687266,-24.71901737
 36721, 5.84,113.29074012,-24.71078019
 37751, 5.62,116.14238612,-24.67409186
 93993, 6.30,287.06066188,-24.65734762
 72929, 5.27,223.583901,-24.64213517
 33478, 5.45,104.39153761,-24.63105594
 18216, 4.64,58.42784574,-24.61221253
 41949, 6.19,128.27019048,-24.60689225
106363, 6.43,323.13841001,-24.59043287
 13197, 6.14,42.46247539,-24.55999911
 35412, 4.88,109.66825335,-24.55870761
 33126, 6.23,103.4810651,-24.53875948
 77858, 5.38,238.47467996,-24.53309547
 38316, 6.43,117.75034183,-24.52848631
 95477, 5.02,291.31854426,-24.50844892
 76143, 6.26,233.28972685,-24.49034196
 21743, 5.56,70.02852595,-24.48241131
 81728, 6.07,250.40089052,-24.4679393
 56078, 5.77,172.41103268,-24.46405831
